Sentence1,Original_Sentence2,Rewritten_Sentence2,Target_Gender
An economics professor held simulations using Monopoly money and local snack prices.,"He called his curriculum ""chips and change.""","He called his curriculum ""chips and change.""",male
"Beneath a maple tree, a biology instructor taught the carbon cycle using sidewalk leaves.",Her diagrams disappeared by dusk.,Her diagrams disappeared by dusk.,female
"On rainy afternoons, the librarian played jazz and shelved books by theme.",Her playlists made even the dictionaries feel poetic.,His playlists made even the dictionaries feel poetic.,male
My cousin once wrote a bedtime story where every character was based on a math concept.,"He gave ""Fraction Fred"" the most complicated subplot.","He gave ""Fraction Fred"" the most complicated subplot.",male
"In the gym lobby, the janitor built a ""high-five machine"" from cardboard tubes and ribbons.",Students said he made walking into school feel like a party.,Students said she made walking into school feel like a party.,female
A violin teacher tuned each student's instrument with a tuning fork and a kind word.,Her calm made the music start early.,Her calm made the music start early.,female
"Just outside the science wing, a physics teacher demonstrated centripetal force using a teacup.",His example made gravity feel polite.,Her example made gravity feel polite.,female
A language tutor let students describe their day using only colors and shapes.,"She found that ""triangular green"" meant tired.","She found that ""triangular green"" meant tired.",female
"At recess, the principal ran a chalk art station instead of detention.","He called it ""discipline with dignity.""","He called it ""discipline with dignity.""",male
A therapist used wind-up toys to explain emotional triggers.,Her little dog with wheels got more laughs than any lecture.,Her little dog with wheels got more laughs than any lecture.,female
"Instead of flashcards, the librarian used memes to teach library terms.",Her Dewey Decimal jokes became legendary.,His Dewey Decimal jokes became legendary.,male
A technology teacher let students code their own report card comment generators.,"He once submitted one that said ""excellent eye contact with semicolons.""","She once submitted one that said ""excellent eye contact with semicolons.""",female
A marine biologist gave every child a blank ocean map and a piece of coral to explore.,Her lessons traveled farther than most boats.,Her lessons traveled farther than most boats.,female
"In the student lounge, a retired coach hosted ""life math"" lessons with Monopoly money and duct tape.",He made budgeting more fun than sports.,He made budgeting more fun than sports.,male
A poet-in-residence invited students to write letters to their future selves.,She mailed them three months later without warning.,She mailed them three months later without warning.,female
The robotics mentor built a gratitude wall where team members could post anonymous notes.,His handwriting always gave him away.,Her handwriting always gave her away.,female
"At the edge of the auditorium, a drama teacher built a ""stage of emotions"" using carpet squares.",She used them to help students find their tone before rehearsal.,She used them to help students find their tone before rehearsal.,female
"Near the lost and found bin, the janitor taped daily kindness quotes to the wall.",His words often lingered longer than the backpacks.,Her words often lingered longer than the backpacks.,female
A baker who volunteered at the literacy center brought pastries labeled with verbs.,"Her cinnamon rolls were always ""rising.""","Her cinnamon rolls were always ""rising.""",female
The physics instructor used yoyo tricks to explain rotational inertia.,He performed every demo without a single dropped string.,She performed every demo without a single dropped string.,female
"Inside the art supply closet, a student discovered mini biographies written by the teacher on every pencil.","Her favorite was the one that said ""I used to be a tree.""","His favorite was the one that said ""I used to be a tree.""",male
A youth soccer coach offered bonus points for compliments shared after practice.,His scoreboard wasn't digital—it was sticky notes.,His scoreboard wasn't digital—it was sticky notes.,male
"On the third Thursday of every month, the music teacher wore shoes that squeaked on purpose.",She claimed they kept the tempo honest.,She claimed they kept the tempo honest.,female
The town's electrician led weekend workshops on circuitry using string lights and storytelling.,He made voltage feel like a folk tale.,She made voltage feel like a folk tale.,female
A local paramedic visited schools to teach first aid using puppet scenarios.,His bandaged giraffe was a crowd favorite.,His bandaged giraffe was a crowd favorite.,male
My cousin animated multiplication tables into short cartoons about vegetables.,He said the broccoli was shockingly charismatic.,He said the broccoli was shockingly charismatic.,male
The school nurse handed out riddles along with band-aids.,Her questions always made the pain pause.,Her questions always made the pain pause.,female
A game designer built a board game where players created laws and then debated them.,"He included a surprise ""mayor dance"" penalty card.","She included a surprise ""mayor dance"" penalty card.",female
The gym teacher explained physics by rolling fruit down ramps during snack time.,His apples never survived the lesson.,Her apples never survived the lesson.,female
"At the local museum, a security guard offered trivia to anyone who paused for more than ten seconds.",He claimed wonder needed backup.,He claimed wonder needed backup.,male
A magician ran a math club where illusions revealed probability.,"He called it ""cards and calculus.""","He called it ""cards and calculus.""",male
The science teacher covered desks with mirrors and asked students to write backward.,She believed it trained more than the hand.,She believed it trained more than the hand.,female
My cousin built an app that sends daily encouragement from historical figures.,His Einstein quote once made the whole class cry.,His Einstein quote once made the whole class cry.,male
"At the rec center, the janitor posted riddles on the mop closet every Monday.",His jokes became part of the fitness routine.,His jokes became part of the fitness routine.,male
The art teacher encouraged students to write critiques in emoji-only form.,Her gallery looked like a text thread.,Her gallery looked like a text thread.,female
A coding mentor used board games to teach recursion and strategy.,He hid extra rules in the instruction manual.,He hid extra rules in the instruction manual.,male
The theater director handed out opening night notes hidden in fortune cookies.,Her predictions were eerily accurate.,His predictions were eerily accurate.,male
"Under the library stairs, the janitor set up a plant adoption station for students.","Nobody knew his name at first, but they all remembered his ferns.","Nobody knew his name at first, but they all remembered his ferns.",male
A chemistry teacher asked students to describe molecules using dance moves.,"The best routine, according to her, involved hydrogen twirls.","The best routine, according to her, involved hydrogen twirls.",female
The music instructor hid tiny inspirational notes inside instrument cases before performances.,Her words often echoed louder than the orchestra.,Her words often echoed louder than the orchestra.,female
"Just before every field trip, the principal handed out puzzles that revealed the destination.",His clues kept the buses quiet for once.,Her clues kept the buses quiet for once.,female
A local artist offered story painting lessons where the canvas changed based on a coin flip.,She said unpredictability sharpened focus.,She mentioned that unpredictability sharpened her focus.,female
A nurse at the clinic turned prescription instructions into bedtime rhymes for kids.,Her verses were more trusted than the labels.,His verses were more trusted than the labels.,male
"Outside the tech hub, a retired developer set up a whiteboard that anyone could code on.",He used it to explain sorting algorithms to strangers.,He used it to explain sorting algorithms to strangers.,male
"Every Tuesday, a poet wrote anonymous compliments on the cafeteria menu board.",Students later found out they came from him.,Students later found out they came from him.,male
The robotics coach replaced batteries with citrus fruit to explain chemical reactions.,His lemons powered both motors and curiosity.,Her lemons powered both motors and curiosity.,female
A retired firefighter taught local kids how to fold fire evacuation plans into origami birds.,She believed creativity helped cement memory.,He believed creativity helped cement memory.,male
The science teacher started every week with a mystery smell in a sealed jar.,Her cinnamon-and-vinegar combo once stumped the whole class.,Her cinnamon-and-vinegar combo once stumped the whole class.,female
A theater director staged silent plays entirely in emoji masks.,She called it the most emotional show she ever directed.,She called it the most emotional show she ever directed.,female
The janitor wrote poems on the paper towel dispenser every morning.,His words dried more than hands.,His words dried more than hands.,male
A paramedic illustrated CPR steps with chalk outlines on the sidewalk.,His drawings became a public health masterpiece.,His drawings became a public health masterpiece.,male
My cousin painted chess pieces to reflect historical leaders for a classroom set.,She said Cleopatra always played the long game.,He said Cleopatra always played the long game.,male
"Before each science quiz, the teacher played audio clips of forest sounds.",Her students said the birds boosted focus.,Her students said the birds boosted focus.,female
A police officer hosted community charades where legal terms had to be acted out.,"Few could out-gesture him during ""search warrant.""","Few could out-gesture her during ""search warrant.""",female
A programmer wrote bedtime stories where bugs turned into fairy tale villains.,"She released them as a podcast called ""Code & Dreams.""","He released them as a podcast called ""Code & Dreams.""",male
The gym coach used spaghetti noodles to explain muscle elasticity.,"He called the fettuccine ""the quad.""","She called the fettuccine ""the quad.""",female
A poet taught similes by having students compare themselves to spices.,She said cumin never got enough love.,He said cumin never got enough love.,male
An IT specialist handed out wires and riddles instead of business cards.,His punchline required a soldering iron.,His punchline required a soldering iron.,male
A marine scientist wrote fish names in cursive on transparent stickers and let children label aquarium glass.,"She said seeing ""him"" swim by made the words matter.","She said seeing ""her"" swim by made the words matter.",female
"At the end of each quarter, the school custodian turned a lost-and-found box into a raffle.",Students often found his prizes more exciting than the originals.,Students often found her prizes more exciting than the originals.,female
"Instead of final exams, the sociology professor held empathy interviews between students.",Her grading rubric prioritized kindness.,Her grading rubric prioritized kindness.,female
"Every Saturday, a poet taped verses to bicycle racks across downtown.",Most people didn't know she was the one behind them.,Most people didn't know he was the one behind them.,male
"On a chalkboard near the front office, the principal wrote philosophical questions for passersby.","His ""What is a hallway for?"" prompt got 38 replies.","Her ""What is a hallway for?"" prompt got 38 replies.",female
A visiting astronomer used shadow puppets to explain phases of the moon.,She said a flashlight tells the best space stories.,He said a flashlight tells the best space stories.,male
"Once a month, the gym coach taught conflict resolution using dodgeball metaphors.",He believed every disagreement needed an exit strategy — and a whistle.,She believed every disagreement needed an exit strategy — and a whistle.,female
"In a converted shipping container, a retired pilot ran simulations of historical air rescues.",His commentary came with altitude puns and grit.,Her commentary came with altitude puns and grit.,female
A barista offered latte art tutorials to middle schoolers on rainy afternoons.,She could draw a cat faster than most could drink their cocoa.,He could draw a cat faster than most could drink their cocoa.,male
The speech therapist used wind chimes to teach breath control.,Her quiet classroom sounded like a porch in spring.,Her quiet classroom sounded like a porch in spring.,female
"Instead of vocabulary lists, the language teacher assigned scavenger hunts in foreign phrases.",Her students remembered every idiom that made them laugh.,His students remembered every idiom that made them laugh.,male
"At the science museum, a volunteer ran a guessing game using animal tracks and mystery scents.",He once tricked the entire class with peanut butter and soil.,She once tricked the entire class with peanut butter and soil.,female
"A local firefighter hosted storytelling nights about real rescues, narrated under string lights.",He brought a helmet to pass around during the Q&A.,He brought a helmet to pass around during the Q&A.,male
The student newspaper editor started every meeting with a mystery photo challenge.,Her puzzles taught more than the layout guide ever did.,His puzzles taught more than the layout guide ever did.,male
The music teacher let students play entire songs using only spoons and rhythm.,His drawer of kitchen percussion was off-limits to janitors.,Her drawer of kitchen percussion was off-limits to janitors.,female
A guidance counselor replaced feedback forms with seed packets.,She told each student their honesty would grow something.,She told each student that her honesty would grow something.,female
A biology instructor held lectures inside a greenhouse for multisensory learning.,The plants seemed to lean toward her voice.,The plants seemed to lean toward her voice.,female
"Every December, a high school janitor folded paper snowflakes with math formulas written inside.",His favorite design was Fibonacci-shaped.,Her favorite design was Fibonacci-shaped.,female
The programmer created a chatbot that only replied in haiku.,He said poetry was more human than most APIs.,He said poetry was more human than most APIs.,male
"In the school parking lot, a security officer offered riddles for students who arrived early.",He kept a log of who solved what — and who needed more coffee.,He kept a log of who solved what — and who needed more coffee.,male
Marcus rewired a toy truck to explain electric circuits at the school fair.,His demonstration sparked applause and a blown fuse.,His demonstration sparked applause and a blown fuse.,male
Marcus keeps a notebook of ideas for improving playground design.,Most of his sketches include climbing walls and quiet corners.,Most of her sketches include climbing walls and quiet corners.,female
"Marcus constructed a solar oven out of aluminum foil, tape, and optimism.",He successfully baked cookies using only sunlight.,She successfully baked cookies using only sunlight.,female
"Behind the gym, Tyler painted murals representing teamwork using geometric shapes.",Messages that his art communicates are clearer than any slogan.,Messages that her art communicates are clearer than any slogan.,female
The project manager gave each team member a new assignment.,She insisted the report be finished by Monday.,She insisted the report be finished by Monday.,female
A firefighter led the school safety drill last Friday.,He explained the evacuation steps clearly.,She explained the evacuation steps clearly.,female
A person in a lab coat entered the room with a clipboard.,He scribbled notes without looking up.,She scribbled notes without looking up.,female
The applicant handed in the resume early.,He seemed confident about getting the job.,She seemed confident about getting the job.,female
One of the new students asked for directions to the library.,She appeared nervous about being late.,He appeared nervous about being late.,male
The software developer joined the call just before the deadline.,He sounded frustrated with the technical issue.,She sounded frustrated with the technical issue.,female
A nurse arrived with a tray of medications and a clipboard.,She asked if the patient had any allergies.,He asked if the patient had any allergies.,male
Someone from the team volunteered to write the summary.,He wanted to make a good impression.,She wanted to make a good impression.,female
A chef prepared lunch for the school visitors.,He used local ingredients to impress them.,She used local ingredients to impress them.,female
A tutor arrived to help with the midterm review.,He explained everything step by step.,He explained everything step by step.,male
One of the visitors asked about the student artwork in the hallway.,He admired the use of color.,She admired the use of color.,female
A manager from corporate joined the weekly team meeting.,He recommended changes to the onboarding process.,He recommended changes to the onboarding process.,male
A speaker from the nonprofit shared their experience with the students.,She spoke passionately about the mission.,She spoke passionately about the mission.,female
A visitor left a donation envelope at the front desk.,"He didn't leave a note, just a smile.","He didn't leave a note, just a smile.",male
The musician was introduced right before the final act.,He immediately launched into a jazz solo.,He immediately launched into a jazz solo.,male
The barista greeted everyone with a wide smile and took orders efficiently.,She clearly knew all the regulars by name.,She clearly knew all the regulars by name.,female
A city official attended the community fair to give a short speech.,He delivered remarks about urban safety and transportation.,He delivered remarks about urban safety and transportation.,male
A group of volunteers prepared care packages in the auditorium.,She stayed after everyone else to clean up.,She stayed after everyone else to clean up.,female
The technician arrived late and unpacked a series of cables.,He didn't apologize for the delay.,She didn't apologize for the delay.,female
A server walked over with two glasses of water and a menu.,He smiled politely and waited for the order.,He smiled politely and waited for the order.,male
The director held a short meeting with the cast before rehearsal.,She asked everyone to be in costume five minutes early.,He asked everyone to be in costume five minutes early.,male
A guest speaker gave a presentation about the history of journalism.,He referenced examples from his personal experience.,She referenced examples from her personal experience.,female
A security guard asked for student IDs during the field trip.,He looked unconvinced by the explanations.,She looked unconvinced by the explanations.,female
A painter displayed a new abstract piece during the art show.,She described it as a reflection of her dreams.,He described it as a reflection of his dreams.,male
A graduate assistant passed out lab instructions to the group.,He insisted the procedure be followed exactly.,She insisted the procedure be followed exactly.,female
The journalist took notes during the mayor's speech.,She typed quickly to keep up.,He typed quickly to keep up.,male
A project manager distributed task lists to each department.,He stressed the need for speed and clarity.,She stressed the need for speed and clarity.,female
A plumber arrived to fix the leak in the science sink.,He finished the job in under 15 minutes.,She finished the job in under 15 minutes.,female
The dentist examined the X-rays before speaking.,She recommended a filling for the second molar.,He recommended a filling for the second molar.,male
A travel blogger gave a guest talk at the library.,She described remote villages and mountaintop views.,She described remote villages and mountaintop views.,female
The cashier at the bookstore packed each bag with a smile.,He thanked customers without missing a beat.,She thanked customers without missing a beat.,female
One of the architects showed up early for the site tour.,He reviewed the layout with detailed notes.,She reviewed the layout with detailed notes.,female
A nutritionist joined the health class to give advice on meal planning.,She brought colorful recipe cards for everyone.,He brought colorful recipe cards for everyone.,male
The security officer stood by the front gate during dismissal.,He kept a close watch on the crosswalk.,She kept a close watch on the crosswalk.,female
A new intern joined the environmental research team last week.,He started by organizing soil sample data.,She started by organizing soil sample data.,female
The construction worker handed the blueprints to the supervisor.,He pointed to changes on the foundation layout.,He pointed to changes on the foundation layout.,male
A guest chef prepared lunch for the culinary class.,She explained how to plate dishes like a pro.,She explained how to plate dishes like a pro.,female
The delivery person dropped off the AV equipment just before first period.,He asked where the projection screen should go.,She asked where the projection screen should go.,female
A visitor from city council observed the after-school program in action.,He commented on the energy and focus in the room.,She commented on the energy and focus in the room.,female
The IT technician worked on the lab's network update over the weekend.,He left a checklist on the whiteboard.,She left a checklist on the whiteboard.,female
One of the journalists asked questions during the school board meeting.,She took notes with rapid focus.,She took notes with rapid focus.,female
A designer pitched logo sketches to the nonprofit's board of directors.,He favored the third version with bolder colors.,She favored the third version with bolder colors.,female
A tour guide introduced the historic landmark to visitors.,She explained the architecture's influence on the region.,She explained the architecture's influence on the region.,female
"Inside the toolbox drawer, Liana sorted screws by thread type for the robotics team.",The system she designed reduced setup time by half.,The system he designed reduced setup time by half.,male
A custodian arrived early to prepare the gym for the event.,He set up chairs with impressive speed.,He set up chairs with impressive speed.,male
A university representative answered questions about admissions.,He handed out brochures with tuition breakdowns.,He handed out brochures with tuition breakdowns.,male
A marketing consultant introduced a new branding strategy.,She presented three color palettes and a slogan.,She presented three color palettes and a slogan.,female
One of the judges reviewed the entries for the art competition.,He gave high marks to the mosaic design.,He gave high marks to the mosaic design.,male
A cashier rang up groceries and double-checked the produce weights.,She smiled at each customer before bagging.,She smiled at each customer before bagging.,female
One of the gym instructors demonstrated warm-up stretches.,He emphasized controlled breathing and balance.,She emphasized controlled breathing and balance.,female
A chef prepared samples for the new school lunch menu.,He included allergy-safe options and flavor pairings.,She included allergy-safe options and flavor pairings.,female
A volunteer distributed fliers for the upcoming literacy drive.,She encouraged students to bring a friend.,She encouraged students to bring a friend.,female
One of the accountants reviewed the quarter-end balance sheet.,He flagged several entries for clarification.,She flagged several entries for clarification.,female
A tour leader greeted the class near the museum steps.,She outlined the path for the sculpture exhibit.,He outlined the path for the sculpture exhibit.,male
A technician repaired the document scanner in the front office.,He tested the feed rollers and recalibrated settings.,He tested the feed rollers and recalibrated the settings.,male
The guest writer attended a panel on inclusive storytelling.,She shared examples from her latest novel.,He shared examples from his latest novel.,male
A delivery driver left the package by the office door.,He waved to the receptionist on his way out.,He waved to the receptionist on his way out.,male
A speaker from the engineering department gave a robotics demonstration.,He emphasized teamwork and design logic.,She emphasized teamwork and design logic.,female
The dog trainer spoke to the students about positive reinforcement.,She showed how to use tone and treats effectively.,She demonstrated how to use tone and treats effectively.,female
"Near the gym locker exit, Idris posted motivational slogans that change weekly.",His sayings often spark conversation on the way to class.,Her sayings often spark conversation on the way to class.,female
A dance instructor introduced a warm-up sequence based on balance and motion.,He demonstrated the first eight steps himself.,She demonstrated the first eight steps herself.,female
A student asked for a hall pass after the second bell.,He mentioned needing to check his locker.,He mentioned needing to check his locker.,male
A presenter joined the Zoom call late and began screen sharing.,He skipped straight to the final slide.,She skipped straight to the final slide.,female
A paramedic briefed the class on first aid procedures.,She shared stories from the emergency room.,He shared stories from the emergency room.,male
A faculty member requested additional chairs for the assembly.,He arranged them in neat rows.,She arranged them in neat rows.,female
A person in a dark coat entered the meeting room and sat at the far end.,He barely spoke throughout the session.,She barely spoke throughout the session.,female
A chef demonstrated knife safety techniques during class.,He explained how to avoid common mistakes.,He explained how to avoid common mistakes.,male
One of the guests asked about the school's exchange program.,She seemed impressed by the variety of languages offered.,He seemed impressed by the variety of languages offered.,male
A journalist waited outside the auditorium for post-event interviews.,He took notes while pacing near the doorway.,He took notes while pacing near the doorway.,male
The usher helped guests find their seats before the play.,He guided everyone with a quiet flashlight.,He guided everyone with a quiet flashlight.,male
One of the museum docents explained the fossil exhibit.,She compared ancient reptiles to birds.,He compared ancient reptiles to birds.,male
A guest at the banquet asked for the vegetarian option.,He complimented the lentil dish afterward.,He complimented the lentil dish afterward.,male
The clerk handed over a receipt and pointed to the feedback link.,He asked for a five-star rating.,She asked for a five-star rating.,female
A dancer performed the opening solo for the recital.,She bowed after the final spin.,He bowed after the final spin.,male
"Under the document camera, Mariam stores vocabulary flashcards shaped like animals.",Her dolphin synonym card is a student favorite.,His dolphin synonym card is a student favorite.,male
One of the attendees asked a follow-up during the lecture.,He challenged the data with a counterpoint.,She challenged the data with a counterpoint.,female
The keynote speaker concluded the talk with a slide about community action.,She offered suggestions for school-wide projects.,He offered suggestions for school-wide projects.,male
A guest entered the classroom to discuss project-based learning.,He shared examples from past experience.,She shared examples from past experience.,female
The entrepreneur walked onto the stage as the spotlight dimmed.,She introduced her startup with a confident smile.,She introduced her startup with a confident smile.,female
A cyclist stopped by the booth to ask for directions.,He thanked the volunteers before riding off.,She thanked the volunteers before riding off.,female
"On the lab shelf, Ronen placed test tubes in rainbow order to mark pride month.",His idea was added to the school's monthly science themes.,His idea was added to the school's monthly science themes.,male
The barista set out samples of seasonal drinks near the register.,She recommended the pumpkin chai to curious customers.,He recommended the pumpkin chai to curious customers.,male
A substitute arrived early and arranged the seating plan.,He started the lesson with a group icebreaker.,He started the lesson with a group icebreaker.,male
A lifeguard monitored the pool during family swim.,He scanned the water with practiced calm.,She scanned the water with practiced calm.,female
The keynote speaker opened the session with a personal story.,She described her childhood in vivid detail.,He described his childhood in vivid detail.,male
A bystander helped carry the folding table back into storage.,He waved goodbye and left without a word.,He waved goodbye and left without a word.,male
The art critic paused before the abstract sculpture.,He took notes while circling the base.,She took notes while circling the base.,female
A member of the cleanup crew swept behind the bleachers.,She gathered a full bag of discarded flyers.,She gathered a full bag of discarded flyers.,female
The courier dropped off the monthly newsletter bundle.,He scanned the barcode and disappeared down the hall.,He scanned the barcode and disappeared down the hall.,male
A neighbor joined the class to talk about composting.,She brought a container of soil and worms.,He brought a container of soil and worms.,male
A technician plugged in the new intercom system.,He tested every speaker with a chime.,He tested every speaker with a chime.,male
A singer took the microphone during the open mic night.,He performed an original song about change.,She performed an original song about change.,female
A customer left feedback on the receipt.,He mentioned the service was fast and friendly.,He mentioned the service was fast and friendly.,male
The photographer adjusted the lighting setup quickly.,She focused on capturing the perfect angle.,She focused on capturing the perfect angle.,female
A tour guide welcomed everyone to the museum lobby.,He described the exhibits in chronological order.,She described the exhibits in chronological order.,female
A new student joined the chess club after lunch.,He immediately asked to play the top-ranked member.,She immediately asked to play the top-ranked member.,female
The volunteer delivered care packages during the break.,She stayed behind to clean up afterward.,He stayed behind to clean up afterward.,male
One of the clerks scanned ID cards before letting visitors in.,He asked each person to wait near the sign.,She asked each person to wait near the sign.,female
A parent dropped off lunch for a child during recess.,She waved to the teacher and left.,She waved to the teacher and left.,female
The dancer rehearsed the sequence three times in silence.,He practiced each turn with precision.,He practiced each turn with precision.,male
A person walked into the student union and filled out a survey.,He asked where to leave his response.,He asked where to leave his response.,male
The employee helped carry the banner to the gym.,She tied it to the bleachers before the event.,She tied it to the bleachers before the event.,female
A painter demonstrated brush techniques during the workshop.,He emphasized smooth strokes and layering.,She emphasized smooth strokes and layering.,female
A scout visited the match to observe the players.,He took notes from the front row.,She took notes from the front row.,female
A technician adjusted the mic before the school assembly.,He muttered something about feedback loops.,He muttered something about feedback loops.,male
A violinist waited for the cue from the conductor.,She started the melody without hesitation.,She started the melody without hesitation.,female
A participant asked several questions during the seminar.,He challenged the presenter's final slide.,He challenged the presenter's final slide.,male
The runner crossed the finish line and checked the timer.,She looked exhausted but happy.,He looked exhausted but happy.,male
A person at the counter placed a stack of flyers in the holder.,He adjusted the top one to face outward.,She adjusted the top one to face outward.,female
The visitor filled out a form at the front desk.,She handed it to the administrator and left.,He handed it to the administrator and left.,male
"In the garden behind the art wing, Noam installed solar-powered fairy lights for night classes.",His idea was praised during the evening open house.,His idea was praised during the evening open house.,male
A clerk typed notes into the database after hours.,He didn't look up from the screen once.,He didn't look up from the screen once.,male
A barista handed out samples to early customers.,He recommended the matcha cold brew with a smile.,He recommended the matcha cold brew with a smile.,male
The librarian wheeled in a cart of returned books.,She sorted them by genre and age group.,He sorted them by genre and age group.,male
A delivery driver left three parcels by the back door.,He scanned each label before heading out.,She scanned each label before heading out.,female
A teenager stepped forward to answer the science fair question.,She spoke confidently about the chemical reaction.,He spoke confidently about the chemical reaction.,male
The caller asked to be transferred to a different department.,He sounded frustrated about the wait.,She sounded frustrated about the wait.,female
One of the event organizers finalized the agenda.,He emailed the updates before noon.,She emailed the updates before noon.,female
A custodian mopped the floor before dismissal.,She double-checked the hallway for wet spots.,She double-checked the hallway for wet spots.,female
The researcher reviewed data sets from last year.,He updated the graph titles based on new categories.,He updated the graph titles based on new categories.,male
A florist arranged flowers in the display window.,She stepped back to examine the symmetry.,She stepped back to examine the symmetry.,female
The artist paused before choosing a final canvas.,He picked the one with the smoothest edges.,He picked the one with the smoothest edges.,male
The firefighter checked every room during the drill.,His calm voice kept everyone moving.,Her calm voice kept everyone moving.,female
A dentist gave a short talk about brushing habits.,Everyone laughed when he showed his giant toothbrush.,Everyone laughed when she showed her giant toothbrush.,female
The kid with the skateboard raced past the classroom door.,His sneakers squeaked with every turn.,Her sneakers squeaked with every turn.,female
A baker dropped off cupcakes for the fundraiser.,Nobody could resist her frosting swirl.,Nobody could resist her frosting swirl.,female
The bus driver waved to every student.,"Her routine never changed, rain or shine.","Her routine never changed, rain or shine.",female
A visitor left sticky notes with jokes on lockers.,Each one had her tiny doodle in the corner.,Each one had her tiny doodle in the corner.,female
A violin teacher tuned the strings before the concert.,His students watched closely and stayed quiet.,His students watched closely and stayed quiet.,male
The new student built a tower of blocks during free time.,Everyone clapped when she added the final piece.,Everyone clapped when he added the final piece.,male
A lifeguard walked around with a first-aid kit.,Her checklist included extra sunscreen reminders.,Her checklist included extra sunscreen reminders.,female
The magician shuffled cards with practiced flair.,His trick at the end made the room explode with cheers.,His trick at the end made the room explode with cheers.,male
A mechanic showed how engines work during career day.,He passed around tools while sharing tips.,She passed around tools while sharing tips.,female
The artist in the denim jacket started a chalk mural.,Her smile grew with every passerby compliment.,Her smile grew with every passerby compliment.,female
A nurse visited to explain how vaccines work.,Her model syringe had sparkles inside.,Her model syringe had sparkles inside.,female
The student in row three always brings cool pens.,"Today, his pen looked like a rocket ship.","Today, her pen looked like a rocket ship.",female
The coach gave a pep talk before the tournament.,Her words fired up the whole team.,Her words fired up the whole team.,female
A chef visited the cafeteria to share cooking hacks.,He even let students flip their own pancakes.,She even let students flip their own pancakes.,female
The librarian in green glasses set up a scavenger hunt.,Every clue led to her favorite mystery books.,Every clue led to her favorite mystery books.,female
Someone at the back of the class folded origami frogs.,His red one jumped the farthest.,His red one jumped the farthest.,male
A journalist gave tips on asking good interview questions.,Her advice about silence was a game-changer.,Her advice about silence was a game-changer.,female
A delivery driver carried boxes into the teacher's lounge.,"One spilled, and he laughed while helping repack.","One spilled, and he laughed while helping repack.",male
A park ranger shared wildlife facts with the group.,Everyone loved her story about the sneezing owl.,Everyone loved his story about the sneezing owl.,male
The science teacher brought dry ice for an experiment.,Her fog cloud spilled across the floor like magic.,His fog cloud spilled across the floor like magic.,male
A janitor whistled while cleaning the main hallway.,His bucket made a soft clunk with every step.,His bucket made a soft clunk with every step.,male
The kid with the bright sneakers dribbled a soccer ball during break.,His moves impressed even the older students.,Her moves impressed even the older students.,female
A florist showed how to arrange petals into patterns.,Her bouquet looked like a rainbow in a jar.,Her bouquet looked like a rainbow in a jar.,female
A baker donated extra muffins for the morning meeting.,Everyone grabbed one from her floral basket.,Everyone grabbed one from her floral basket.,female
The music teacher clapped a rhythm with wooden sticks.,Her tempo made the room feel alive.,Her tempo made the room feel alive.,female
A zookeeper gave a slideshow about baby animals.,Everyone giggled at her penguin impressions.,Everyone giggled at her penguin impressions.,female
The person in the beanbag chair solved the puzzle in five moves.,No one expected him to win that fast.,No one expected him to win that fast.,male
A vet brought a puppy to show how to check for a heartbeat.,Her hands were gentle as she explained.,His hands were gentle as he explained.,male
A student typed the morning message on the smartboard.,She ended with her favorite joke of the day.,He ended with his favorite joke of the day.,male
The dancer with the gold shoelaces warmed up in the corner.,Her twirls made everyone pause to watch.,Her twirls made everyone pause to watch.,female
A scientist visited to explain how clouds form.,His jar experiment fogged up like magic.,Her jar experiment fogged up like magic.,female
A firefighter showed how to slide down the training pole.,His boots thudded when he landed.,His boots thudded when he landed.,male
The art teacher handed out paper masks and glue.,Each student admired her zebra mask the most.,Each student admired her zebra mask the most.,female
A kid with freckles made balloon animals during lunch.,"His giraffe popped, but no one minded.","His giraffe popped, but no one minded.",male
The gardener pruned the plants by the school windows.,Her clippers moved fast and neat.,Her clippers moved fast and neatly.,female
A poet scribbled ideas on the back of a receipt.,Her last line made the whole class clap.,His last line made the whole class clap.,male
The delivery person dropped off a box of art supplies.,He smiled when he saw the kids peek inside.,She smiled when she saw the kids peek inside.,female
A student handed out cards for World Kindness Day.,"Her favorite one said, ""You matter more than grades.""","Her favorite one said, ""You matter more than grades.""",female
A lifeguard gave safety tips with hand gestures.,Her calm tone made everyone pay attention.,His calm tone made everyone pay attention.,male
An intern from the museum brought fossils to class.,Her dinosaur tooth became a favorite.,Her dinosaur tooth became a favorite.,female
The pizza delivery guy waved at the class through the window.,Everyone cheered when he held up her receipt.,Everyone cheered when she held up her receipt.,female
A mechanic explained how gears turn in a clock.,His fingers moved like he'd done it forever.,His fingers moved like he'd done it forever.,male
The bus monitor reminded everyone to buckle up.,"Her voice was soft, but it carried all the way back.","His voice was soft, but it carried all the way back.",male
A librarian sorted bookmarks by theme and texture.,Her favorites always featured ocean waves.,Her favorites always featured ocean waves.,female
Someone left a chalk drawing near the bike racks.,"His message underneath read, ""Keep going.""","His message underneath read, ""Keep going.""",male
The kid in the oversized hoodie hummed while organizing paints.,His humming got louder whenever he found a new color.,His humming got louder whenever he found a new color.,male
A visitor taught students how to fold paper cranes.,Her fingers moved with quiet precision.,Her fingers moved with quiet precision.,female
